han,bs,pinyin,middle_chinese,gloss
待,dˤəʔ,dài,dojX,wait on; depend on
詒,lˤəʔ,dài,dojX,"deceive, cheat"
怠,lˤəʔ,dài,dojX,"idle, negligent"
殆,lˤəʔ,dài,dojX,danger
迨,lˤəʔ,dài,dojX,come to
𨽿,lˤəʔ,dài,dojX,"come to, until, when"
袋,Cə.lˤəks,dài,dojH,bag
代,lˤəks,dài,dojH,replace
隶,mˤrəps,dài,dojH,reach to
逮,mˤrəps,dài,dojH,reach to
帶,C.tˤats,dài,tajH,"girdle, strap"
貸,C-lˤəks,dài,thojH,borrow; lend
戴,Cə.tˤəks,dài,tojH,carry on the head
儋,mə.tˤam,dān,tam,carry on the shoulder
擔,mə.tˤam,dān,tam,carry on the shoulder
單,Cə.tˤar,dān,tan,"single, simple"
鄲,tˤar,dān,tan,邯鄲 han.tan place name
丹,tˤan,dān,tan,cinnabar
耽,t-qˤəm,dān,tom,take pleasure
膽,tˤamʔ,dǎn,tamX,gall
癉,tˤanʔ,dǎn,tanX,illness; toil
𤺺,tˤanʔ,dǎn,tanX,illness; toil
亶,tˤanʔ,dǎn,tanX,"sincere, truly"
淡,lˤamʔ,dàn,damX,insipid
憺,lˤamʔ,dàn,damX,calm
澹,lˤamʔ,dàn,damX,calm
啖,mˤramʔ,dàn,damX,eat
啗,mˤramʔ,dàn,damX,eat
啗,mˤramʔ-s,dàn,damH,"eat, swallow"
但,dˤanʔ,dàn,danX,only
彈,dˤars,dàn,danH,pellet
禫,m.rˤumʔ,dàn,domX,sacrifice at end of mourning
窞,rˤomʔ,dàn,domX,坎窞 khomX.domX hole or pit
萏,rˤomʔ,dàn,domX,菡萏 homX.domX lotus flower
擔,tˤam,dàn,tam,burden
擔,mə.tˤams,dàn,tamH,burden
旦,tˤans,dàn,tanH,dawn
當,tˤaŋ,dāng,tang,"match (v.); have the value of, rank with"
黨,tˤaŋʔ,dǎng,tangX,500 families; relatives
蕩,N.rˤaŋʔ,dàng,dangX,beat furiously (of the heart)
愓,lˤaŋʔ,dàng,dangX,"carefree, extravagant"
碭,lˤaŋs,dàng,dangH,veined stone
蕩,lˤaŋs,dàng,dangH,"throw out, purify from"
當,tˤaŋs,dàng,tangH,suitable
刀,C.tˤaw,dāo,taw,knife
道,lˤuʔ-s,dǎo,dawH,show the way
導,lˤuʔ-s,dǎo,dawH,to lead
禱,tˤuʔ,dǎo,tawX,pray
倒,tˤawʔ,dǎo,tawX,turn upside down (v.i.)
擣,tˤuʔ,dǎo,tawX,pound (v.)
島,tˤuʔ,dǎo,tawX,island
道,kə.lˤuʔ,dào,dawX,way
稻,lˤuʔ,dào,dawX,"rice, paddy"
盜,dˤawks,dào,dawH,steal
悼,dˤawks,dào,dawH,sad; pity
纛,dˤuks,dào,dawH,"banner, streamer"
到,tˤawks,dào,tawH,arrive
倒,tˤawʔ-s,dào,tawH,"turn over, invert; pour"
得,tˤək,dé,tok,obtain
德,tˤək,dé,tok,virtue
登,k-tˤəŋ,dēng,tong,a kind of sacrificial vessel
鐙,k-tˤəŋ,dēng,tong,ritual vessel; lamp
燈,k-tˤəŋ,dēng,tong,lamp
豋,tˤəŋ,dēng,tong,step up
登,tˤəŋ,dēng,tong,ascend
等,tˤəŋʔ,děng,tongX,"step, grade"
氐,tˤij,dī,tej,Western tribes
敵,dˤek,dí,dek,oppose; enemy
狄,lˤek,dí,dek,(name of a northern tribe)
翟,lˤewk,dí,dek,pheasant
糴,lˤewk,dí,dek,buy grain
篴,lˤiwk,dí,dek,flute
滌,lˤiwk,dí,dek,"wash, clean (v.)"
嫡,tˤek,dí,tek,son of principal wife
蹢,tˤek,dí,tek,hoof
氐,tˤijʔ,dǐ,tejX,bottom
底,tˤijʔ,dǐ,tejX,"bottom; stop, obstruct"
抵,tˤijʔ,dǐ,tejX,push away
遞,lˤeʔ,dì,dejX,alternate
弟,lˤəjʔ,dì,dejX,younger brother
娣,lˤəjʔ,dì,dejX,younger secondary wife
棣,N.rˤəps,dì,dejH,dang-dejH cherry tree
折,dˤets,dì,dejH,solitary standing (sc. tree)
杕,dˤets,dì,dejH,solitary-growing (sc. tree)
軑,lˤets,dì,dejH,wheel-axle cap
第,lˤəjʔ-s,dì,dejH,sequence
睇,lˤəjs,dì,dejH,look at
地,lˤejs,dì,dijH,"earth, ground"
帝,tˤeks,dì,tejH,God
的,t-lˤewk,dì,tek,bright; mark in a target
顛,tˤin,diān,ten,top
㓠,tˤemʔ,diǎn,temX,black spot
點,tˤemʔ,diǎn,temX,black spot
典,tˤərʔ,diǎn,tenX,"statute, norm"
簟,lˤimʔ,diàn,demX,bamboo mat
驔,lˤimʔ,diàn,demX,horse with hairy legs
奠,N-tˤens,diàn,denH,be fixed (v.i.)
殿,N-tˤəns,diàn,denH,palace
電,lˤins,diàn,denH,lightning
佃,lˤiŋs,diàn,denH,hunt
畋,lˤiŋs,diàn,denH,cultivate a field
甸,lˤiŋs,diàn,denH,open space outside city
奠,m-tˤens,diàn,denH,set forth (v.t.)
玷,tˤemʔ,diàn,temX,black spot
墊,tˤims,diàn,temH,descend
店,tˤems,diàn,temH,shop [not in GSR]
玷,tˤemʔ-s,diàn,temH,"black spot, flaw"
㓠,tˤemʔ-s,diàn,temH,"black spot, flaw"
殿,tˤəns,diàn,tenH,"rear (building, army unit)"
殿,tˤəns,diàn,tenH,"palace, hall"
凋,tˤiw,diāo,tew,wither (v.)
彫,tˤiw,diāo,tew,"engrave, carve"
雕,tˤiw,diāo,tew,bird of prey
弔,tˤiwk,diào,tek,arrive
釣,tˤewks,diào,tewH,to angle
弔,tˤewks,diào,tewH,grieved; condole
跌,lˤit,diē,det,stumble
疊,lˤip,dié,dep,"double, accumulate"
蝶,lˤep,dié,dep,hu-dep: butterfly
墆,dˤet,dié,det,hoard (v.)
垤,dˤit,dié,det,anthill
迭,lˤit,dié,det,alternate (v.)
墊,tˤip,dié,tep,"(place in Sìchuān, no pre-Hàn text)"
釘,tˤeŋ,dīng,teng,nail (n.)
丁,tˤeŋ,dīng,teng,4th heavenly stem
丁,tˤeŋ,dīng,teng,nail (n.)
頂,tˤeŋʔ,dǐng,tengX,top of the head
鼎,tˤeŋʔ,dǐng,tengX,cauldron
定,N-tˤeŋs,dìng,dengH,become fixed; settled (v.i.)
定,m-tˤeŋs,dìng,dengH,"make fixed, settle (v.t.)"
釘,tˤeŋs,dìng,tengH,nail (v.)
定,tˤeŋs,dìng,tengH,ready-cooked (food)
冬,tˤuŋ,dōng,towng,winter
東,tˤoŋ,dōng,tuwng,east
動,Cə.m-tˤoŋʔ,dòng,duwngX,move
凍,tˤoŋs,dòng,tuwngH,freeze
兜,tˤo,dōu,tuw,"helmet, hood"
斗,tˤoʔ,dǒu,tuwX,bushel; ladle
豆,N.tˤos,dòu,duwH,bean
豆,dˤoks,dòu,duwH,vessel with a neck
脰,kə.dˤoks,dòu,duwH,neck
竇,lˤoks,dòu,duwH,hole; drain
鬥,tˤoks,dòu,tuwH,"quarrel, wrangle"
鬭,tˤoks,dòu,tuwH,"quarrel, wrangle"
都,tˤa,dū,tu,capital city
毒,dˤuk,dú,dowk,poison (n.)
纛,dˤuk,dú,dowk,"banner, streamer"
毒,m-dˤuks,dú,dowk,to poison (v.)
讀,C.lˤok,dú,duwk,read (v.)
獨,dˤok,dú,duwk,alone; only
櫝,lˤok,dú,duwk,coffer; box
牘,lˤok,dú,duwk,tablet
犢,lˤok,dú,duwk,calf
裻,sˤuk,dú,sowk,seam in the back of coat
裻,tˤuk,dú,towk,seam in the back of coat
篤,tˤuk,dǔ,towk,"firm, solid"
賭,mə.tˤaʔ,dǔ,tuX,wager
堵,tˤaʔ,dǔ,tuX,a row or set of bells or musical stones
堵,tˤaʔ,dǔ,tuX,measure of length of wall
睹,tˤaʔ,dǔ,tuX,see
肚,tˤaʔ,dǔ,tuX,"belly, stomach"
肚,m-tˤaʔ,dù,duX,belly
度,dˤaks,dù,duH,measure (n.)
渡,dˤaks,dù,duH,to ford
妬,tˤaks,dù,tuH,jealous
妒,tˤaks,dù,tuH,jealous
蠹,tˤaks,dù,tuH,"grubs in wood, vermin"
耑,tˤor,duān,twan,tip (n.)
端,tˤor,duān,twan,tip (n.)
短,tˤorʔ,duǎn,twanX,short
斷,N-tˤonʔ,duàn,dwanX,be cut in two
斷,tˤonʔ,duàn,twanX,cut in two
段,tˤons,duàn,twanH,hammer
斷,tˤonʔ-s,duàn,twanH,cut off; decide
𠂤,C.tˤuj,duī,twoj,heap; mound
堆,C.tˤuj,duī,twoj,heap; mound
敦,tˤur,duī,twoj,"manage, direct"
懟,drups,duì,drwijH,ill-will
兑,lˤots,duì,dwajH,passage; opening
兑,lˤots,duì,dwajH,glad
隊,lˤuts,duì,dwojH,troop
轛,truts,duì,trwijH,wooden crosspieces under carriage box
對,tˤups,duì,twojH,respond
敦,tˤur,dūn,twon,"solid, thick"
敦,tˤur,dūn,twon,敦煌 ~ 燉煌 Dūnhuáng
豚,lˤunʔ,dùn,dwonX,drag feet; withdraw
遯,lˤunʔ,dùn,dwonX,withdraw
盾,lˤunʔ,dùn,dwonX,shield
遁,lˤunʔ,dùn,dwonX,withdraw
遯,lˤunʔ-s,dùn,dwonH,withdraw
遁,lˤunʔ-s,dùn,dwonH,withdraw
多,t.lˤaj,duō,ta,many
咄,tˤut,duō,twot,scold
度,dˤak,duó,dak,measure (v.)
鐸,lˤak,duó,dak,a kind of bell
奪,Cə.lˤot,duó,dwat,seize
掇,trot,duó,trjwet,"pick, gather"
掇,tˤot,duó,twat,"pick, gather"
舵,lˤajʔ,duò,daX,rudder; helm
墮,lˤojʔ,duò,dwaX,to fall
惰,lˤojʔ,duò,dwaX,lazy
阿,qˤaj,ē,'a,"slope, river bank"
阿,ʔˤa,ē,'a,阿會亘 ēhuìxuān: Skt. ābhāsvara “shining” (E. Hàn)
鵝,ŋˤar,é,nga,goose
蛾,ŋˤaj,é,nga,silkworm moth [Bombyx]
額,C.ŋˤrak,é,ngaek,forehead
譌,m-qʰˤʷaj,é,ngwa,"deceive, false"
吪,m-qʰˤʷaj,é,ngwa,move; change
訛,m-qʰˤʷaj,é,ngwa,move; change
堊,ʔˤak,è,'ak,plaster (v.)
惡,ʔˤak,è,'ak,"bad, ugly"
閼,qˤat,è,'at,repress; cease
遏,qˤat,è,'at,repress; cease
頞,ʔˤat,è,'at,root of the nose
戹,qˤrik,è,'eak,part of a yoke
厄,qˤrik,è,'eak,part of a yoke
軛,qˤrik,è,'eak,part of a yoke
阨,qˤrik,è,'eak,a narrow pass
搤,qˤrik,è,'eak,grasp
隘,qˤrik,è,'eak,a narrow pass
餓,ŋˤajs,è,ngaH,hungry
愕,N-qʰˤak,è,ngak,scared
咢,ŋˤak,è,ngak,beat a drum
遌,ŋˤak,è,ngak,unexpectedly come across
諤,ŋˤak,è,ngak,speak frankly
恩,ʔˤən,ēn,'on,"kindness, favor"
而,nə,ér,nyi,"and, but"
兒,ŋe,ér,nye,child
爾,nˤərʔ,ěr,nejX,numerous
耳,C.nəʔ,ěr,nyiX,ear
耳,nəʔ,ěr,nyiX,=而已 “that’s all”
餌,C.nəʔ-s,ěr,nyiH,bait
尔,nərʔ,ěr,nyeX,you(r)
爾,nərʔ,ěr,nyeX,(adv. suffix)
爾,nərʔ,ěr,nyeX,you(r)
邇,nərʔ,ěr,nyeX,near
二,nijs,èr,nyijH,two
貳,nijs,èr,nyijH,two
發,Cə.pat,fā,pjot,"fly forth, send forth"
乏,brop,fá,bjop,lack (v.)
罰,bat,fá,bjot,punish
伐,m-pat,fá,bjot,cut; strike; attack
法,p.kap,fǎ,pjop,"model, law"
灋,p.kap,fǎ,pjop,"model, law"
髮,pot,fà,pjot,root; hair (of head)
番,pʰar,fān,phjon,"a turn, a time"
蕃,par,fān,pjon,"hedge, screen, fence"
藩,par,fān,pjon,"hedge, screen, fence"
笲,brons,fán,bjenH,basket
凡,brom,fán,bjom,in every case
煩,ban,fán,bjon,troubled
燔,bar,fán,bjon,"burn, roast"
蕃,bar,fán,bjon,luxuriant (growth)
繁,bar,fán,bjon,"abundant, numerous"
反,bˤranʔ,fǎn,baenX,"dignified, grand"
反,Cə.panʔ,fǎn,pjonX,reverse (v.)
返,Cə.panʔ,fǎn,pjonX,return
範,bromʔ,fàn,bjomX,casting mold
范,bromʔ,fàn,bjomX,(surname)
范,m-pʰromʔ,fàn,bjomX,bee
飯,bonʔ,fàn,bjonX,eat
飯,bonʔ-s,fàn,bjonH,cooked rice or millet
汎,brum,fàn,bjuwng,float about; universally
泛,pʰroms,fàn,phjomH,to float
芳,pʰaŋ,fāng,phjang,fragrant
方,C-paŋ,fāng,pjang,square
方,paŋ,fāng,pjang,method
方,paŋ,fāng,pjang,"just, then"
匚,paŋ,fāng,pjang,"container, box (Shuōwén)"
房,Cə.N-paŋ,fáng,bjang,side-room
坊,baŋ,fáng,bjang,dike
魴,baŋ,fáng,bjang,bream
防,m-paŋ,fáng,bjang,dike
妨,pʰaŋ,fáng,phjang,oppose
舫,pˤaŋs,fǎng,pangH,boat
紡,pʰaŋʔ,fǎng,phjangX,"twist, spin"
髣,pʰaŋʔ,fǎng,phjangX,phjangX-phjut seem
訪,pʰaŋs,fǎng,phjangH,"enquire, scrutinize"
放,paŋʔ,fǎng,pjangX,imitate
昉,paŋʔ,fǎng,pjangX,"just then, at that time"
瓬,paŋʔ,fǎng,pjangX,pottery
旊,paŋʔ,fǎng,pjangX,pottery
舫,paŋs,fǎng,pjangH,boat
放,paŋs,fàng,pjangH,release; let go
妃,pʰəj,fēi,phj+j,consort; match
飛,Cə.pər,fēi,pj+j,fly (v.)
扉,pəj,fēi,pj+j,wooden door-leaf
非,pəj,fēi,pj+j,is not
肥,bər,féi,bj+j,fat (adj.)
朏,pʰəjʔ,fěi,phj+jX,new light of the moon
誹,pəj,fěi,pj+j,slander
匪,pəjʔ,fěi,pj+jX,bamboo basket
匪,pəjʔ,fěi,pj+jX,bandit
蜚,pəjʔ,fěi,pj+jX,noxious insect
吠,Cə.bots,fèi,bjojH,bark (v.)
昲,pʰuts,fèi,phj+jH,bake in the sun
費,pʰuts,fèi,phj+jH,squander
肺,pʰots,fèi,phjojH,lung
祓,pʰut,fèi,phjut,CHECK
沸,Nə.puts,fèi,pj+jH,boil (v.)
疿,puts,fèi,pj+jH,prickly heat
廢,p-kaps,fèi,pjojH,cast aside
廢,pats,fèi,pjojH,great
祓,pots,fèi,pjojH,expel noxious influences
𦐈,Cə.pər,fēn,pjun,"fly (v.), soar"
饙,pur,fēn,pjun,to steam rice
分,pən,fēn,pjun,divide
焚,bun,fén,bjun,burn (v.)
賁,bur,fén,bjun,"great, big"
粉,mə.pənʔ,fěn,pjunX,flour
憤,burʔ,fèn,bjunX,unhappy
分,m-pəns,fèn,bjunH,alloted duty
奮,Cə.pərs,fèn,pjunH,spread wings and fly
糞,purs,fèn,pjunH,"manure, dirt"
豐,pʰroŋ,fēng,phjowng,"luxuriant, abundant (K)"
豐,pʰroŋ,fēng,phjowng,a kind of ritual vessel
蜂,pʰroŋ,fēng,phjowng,bee
鋒,pʰroŋ,fēng,phjowng,point of a weapon
豐,pʰroŋ,fēng,phjuwng,kind of ritual vessel
封,proŋ,fēng,pjowng,raise a mound; enfeoff
風,prəm,fēng,pjuwng,wind (n.)
縫,mə.broŋ,féng,bjowng,sew
逢,C.broŋ,féng,bjowng,encounter (v.)
覂,promʔ,fěng,pjowngX,overturn (no pre-Hàn exx.)
奉,m-pʰroŋʔ,fèng,bjowngX,present (v.) with both hands
縫,C.broŋs,fèng,bjowngH,seam
奉,pʰroŋʔ,fèng,phjowngX,hold with both hands; to present; receive
賵,pʰruŋs,fèng,phjuwngH,gift in aid of burial
風,prəms,fèng,pjuwngH,blow; criticize
諷,prəms,fèng,pjuwngH,to recite
缶,pruʔ,fǒu,pjuwX,earthenware
否,pəʔ,fǒu,pjuwX,not
鋪,pʰra,fū,phju,spread out
敷,pʰra,fū,phju,spread widely
夫,pra,fū,pju,man
膚,pra,fū,pju,skin
怫,buts,fú,bj+jH,grieved
幞,brok,fú,bjowk,kerchief (Shuōwén)
符,bro,fú,bju,a tally
夫,ba,fú,bju,"this, that"
夫,ba,fú,bju,final particle
扶,m-pra,fú,bju,crawl
扶,m-pra,fú,bju,assist
佛,but,fú,bjut,great
怫,but,fú,bjut,"grieved, annoyed"
咈,m-put,fú,bjut,oppose
枹,bru,fú,bjuw,drum stick
蜉,bru,fú,bjuw,mayfly
浮,m.bru,fú,bjuw,float (v.)
伏,bəks,fú,bjuwH,hatch (v.)
畐,bək,fú,bjuwk,fullness
匐,bək,fú,bjuwk,crawl (bu.bjuwk)
𠬝,bək,fú,bjuwk,subdue; submit
服,bək,fú,bjuwk,quiver (n.)
服,bək,fú,bjuwk,garment; wear (v.)
服,bək,fú,bjuwk,"subdue, submit"
箙,bək,fú,bjuwk,a quiver
伏,bək,fú,bjuwk,lie prostrate
匐,bˤək,fú,bok,crawl
刜,pʰut,fú,phjut,chop (v.)
拂,pʰut,fú,phjut,"to brush, shake"
彿,pʰut,fú,phjut,phjangX.phjut seem
茀,pʰut,fú,phjut,shrubby
艴,pʰut,fú,phjut,annoyed looks
幅,prək,fú,pik,strap around the leg
弗,put,fú,pjut,(negation)
茀,put,fú,pjut,remove dense vegetation
紱,put,fú,pjut,silk band for a seal
弗,put,fú,pjut,gust of wind
弗,put,fú,pjut,"writing brush (pron. in Yān 燕, ap. Shuōwén, E. Hàn)"
福,pək,fú,pjuwk,blessing
輻,pək,fú,pjuwk,spokes of a wheel
幅,pək,fú,pjuwk,strap around the leg
幅,pək,fú,pjuwk,width (of cloth); wide
輔,braʔ,fǔ,bjuX,help
腐,broʔ,fǔ,bjuX,rotten
撫,pʰraʔ,fǔ,phjuX,lay the hand on
鈇,praʔ,fǔ,pjuX,axe
父,praʔ,fǔ,pjuX,(respectful suffix in male names)
斧,praʔ,fǔ,pjuX,axe
甫,praʔ,fǔ,pjuX,begin
脯,praʔ,fǔ,pjuX,dried meat
簠,praʔ,fǔ,pjuX,(a kind of ritual vessel)
府,proʔ,fǔ,pjuX,repository
甫,praʔ,fǔ,pjuX,great
縛,bak,fù,bjak,bind (v.)
父,N-praʔ,fù,bjuX,father
附,N-proʔ-s,fù,bjuH,be attached to
傅,bras,fù,bjuH,be attached
阜,bruʔ,fù,bjuwX,big mound
服,bəʔ,fù,bjuwX,box of a carriage
負,bəʔ,fù,bjuwX,carry on the back
婦,mə.bəʔ,fù,bjuwX,"woman, wife"
復,N-pruks,fù,bjuwH,again
复,m-pruk,fù,bjuwk,return
復,m-pruk,fù,bjuwk,return
輹,m-pruk,fù,bjuwk,support under box of carriage
𠠦,pˤrək,fù,peak,"slit, cut open"
副,pʰrək,fù,phik,"split, cut open, cleave"
赴,pʰroks,fù,phjuH,hasten to
覆,pʰruks,fù,phjuwH,cover
副,pʰəks,fù,phjuwH,secondary
覆,pʰruk,fù,phjuwk,turn over
傅,praʔ-s,fù,pjuH,teacher
賦,pras,fù,pjuH,tax
賦,pras,fù,pjuH,ballad
付,pros,fù,pjuH,give
富,pəks,fù,pjuwH,rich; wealth
腹,pruk,fù,pjuwk,belly
複,pruk,fù,pjuwk,"double, lined (garment)"
該,kˤə,gāi,koj,"all, complete"
改,C.qˤəʔ,gǎi,kojX,change (v.)
攺,C.qˤəʔ,gǎi,kojX,change (v.)
蓋,kˤaps,gài,kajH,cover (v.); cover (n.)
匃,kˤats,gài,kajH,beg (v.)
匃,kˤat,gài,kat,beg (v.)
概,kˤəts,gài,kojH,to strickle
溉,kˤəts,gài,kojH,to wash
甘,kˤam,gān,kam,sweet
干,kˤar,gān,kan,pole
乾,kˤar,gān,kan,dry
漧,kˤar,gān,kan,dry
干,kˤar,gān,kan,shield (n.)
奸,kˤar,gān,kan,treacherous
干,kˤar,gān,kan,"piece, item"
干,kˤar,gān,kan,(placename)
竿,kˤar,gān,kan,"pole, rod"
肝,s.kˤar,gān,kan,liver
敢,kˤamʔ,gǎn,kamX,dare
秆,kˤarʔ,gǎn,kanX,straw of grain
笴,kˤarʔ,gǎn,kanX,shaft of an arrow
簳,kˤarʔ,gǎn,kanX,slender bamboo
感,kˤəmʔ,gǎn,komX,move (emotionally) (v.t.)
倝,kˤars,gàn,kanH,sunrise (Shuowen)
幹,kˤars,gàn,kanH,stem; framework
贛,komʔ,gàn,komX,the Gàn river
贛,kˤoms,gàn,komH,the Gàn river in Jiangxi
鋼,C.kˤaŋ,gāng,kang,cast iron; steel
亢,k-ŋˤaŋ,gāng,kang,lift high
剛,kˤaŋ,gāng,kang,strong; hard
綱,kˤaŋ,gāng,kang,guiding rope of net
高,Cə.kˤaw,gāo,kaw,"high, tall"
膏,Cə.kˤaw,gāo,kaw,lard (n.)
皋,kˤu,gāo,kaw,announce
鼛,kˤu,gāo,kaw,big drum
膏,kˤaws,gāo,kawH,smear with lard (v.)
稿,Cə.kˤawʔ,gǎo,kawX,straw
告,kˤuks,gào,kawH,"announce, inform"
誥,kˤuks,gào,kawH,"announce, inform"
告,kˤuk,gào,kowk,"announce, inform"
郜,kˤuk,gào,kowk,(place name)
歌,kˤaj,gē,ka,"sing, song"
胳,C.qˤak,gē,kak,armpit
割,Cə.kˤat,gē,kat,cut (v.); harm (v.)
鴿,kˤəp,gē,kop,dove [not in GSR]
戈,kˤʷaj,gē,kwa,dagger-axe
𢓜,kˤrak,gé,kaek,go to
格,kˤrak,gé,kaek,go to
閣,C.kˤak,gé,kak,"shelf, frame"
葛,kˤat,gé,kat,Dolichos; kudzu
鬲,C.qˤrik,gé,keak,yoke
隔,kˤrek,gé,keak,"obstruct, separate (v.)"
革,kˤrək,gé,keak,"hide, skin"
革,kˤrək,gé,keak,change (v.)
韐,kˤrəp,gé,keap,knee-cover
閤,kˤop,gé,kop,small gate
韐,kˤəp,gé,kop,knee-cover
合,kˤop,gě,kop,together; put together; combined
箇,kˤars,gè,kaH,"piece, item"
個,kˤars,gè,kaH,"piece, item"
个,kˤars,gè,kaH,"tally, piece, item"
各,kˤak,gè,kak,each
根,kˤər,gēn,kon,"root, trunk"
亙,kˤəŋs,gèn,kongH,continuous; constant
更,kˤraŋ,gēng,kaeng,change (v.)
庚,kˤraŋ,gēng,kaeng,7th heavenly stem
羹,kˤraŋ,gēng,kaeng,soup
耕,kˤreŋ,gēng,keang,plow (v.)
梗,kˤraŋʔ,gěng,kaengX,suffering
耿,kˤreŋʔ,gěng,keangX,brilliant; wide awake
更,kˤraŋs,gèng,kaengH,still more
供,kroŋ,gōng,kjowng,"furnish; serve, offer"
龏,kroŋ,gōng,kjowng,respectful
龔,kroŋ,gōng,kjowng,respectful
恭,kroŋ,gōng,kjowng,respectful
宮,kruŋ,gōng,kjuwng,dwelling; palace; note of scale
躳,kruŋ,gōng,kjuwng,"body, person"
躬,kruŋ,gōng,kjuwng,"body, person"
弓,kʷəŋ,gōng,kjuwng,bow (n.)
公,C.qˤoŋ,gōng,kuwng,"impartial, just; public"
公,C.qˤoŋ,gōng,kuwng,father; prince
工,kˤoŋ,gōng,kuwng,officer
工,kˤoŋ,gōng,kuwng,work
功,kˤoŋ,gōng,kuwng,"work, effort"
攻,kˤoŋ,gōng,kuwng,attack
觥,kˤrʷaŋ,gōng,kwaeng,drinking horn
𠃋,kˤʷəŋ,gōng,kwong,(upper) arm
肱,kˤʷəŋ,gōng,kwong,(upper) arm
𢀜,kroŋʔ,gǒng,kjowngX,embrace
鞏,kroŋʔ,gǒng,kjowngX,bind with leather straps
廾,kroŋʔ,gǒng,kjowngX,join the hands
𠬞,kroŋʔ,gǒng,kjowngX,join the hands
拱,kroŋʔ,gǒng,kjowngX,join the hands
拲,kroŋʔ,gǒng,kjowngX,manacles
共,N-kroŋʔ-s,gòng,gjowngH,"together, all"
贛,kˤoms,gòng,kuwngH,tribute
貢,kˤoms,gòng,kuwngH,tribute
句,kˤro,gōu,kuw,curved
溝,kˤro,gōu,kuw,irrigation canal
篝,kˤro,gōu,kuw,bamboo cage
鉤,kˤro,gōu,kuw,hook
狗,Cə.kˤroʔ,gǒu,kuwX,dog
苟,kˤroʔ,gǒu,kuwX,if really
句,kˤroks,gòu,kuwH,loan for 彀 draw a bow to the full
彀,kˤroks,gòu,kuwH,draw a bow to the full
冓,kˤros,gòu,kuwH,中冓 inner chamber
媾,kˤros,gòu,kuwH,2nd marriage
覯,kˤros,gòu,kuwH,"come across, meet with"
購,kˤros,gòu,kuwH,"present (v.), give"
訽,qʰˤros,gòu,xuwH,"revile, insult"
呱,kˤʷa,gū,ku,wail
孤,kˤʷa,gū,ku,orphan
罛,kˤʷa,gū,ku,net
姑,kˤa,gū,ku,father's sister
菇,mə.kˤa,gū,ku,mushroom
賈,C.qˤaʔ,gǔ,kuX,merchant; do business
牯,Cə.kˤʷaʔ,gǔ,kuX,male (bovine)
羖,Cə.kˤʷaʔ,gǔ,kuX,ram
鼓,kˤaʔ,gǔ,kuX,drum (n.)
鼔,kˤaʔ,gǔ,kuX,drum (v.)
瞽,kˤaʔ,gǔ,kuX,blind
蠱,kˤaʔ,gǔ,kuX,noxious vermin
股,kˤʷaʔ,gǔ,kuX,thigh
古,kˤaʔ,gǔ,kuX,ancient
谷,C.qˤok,gǔ,kuwk,valley
穀,kˤok,gǔ,kuwk,grain
轂,kˤok,gǔ,kuwk,nave of a wheel
汩,kˤʷət,gǔ,kwot,regulate (rivers)
骨,kˤut,gǔ,kwot,bone
雇,C.qˤʷaʔ-s,gù,kuH,to hire
顧,kˤʷaʔ-s,gù,kuH,look around
痼,kˤas,gù,kuH,chronic (of illness)
固,kˤas,gù,kuH,"fortified, secure"
錮,kˤaʔ-s,gù,kuH,chronic (of illness)
故,kˤaʔ-s,gù,kuH,fact; reason
故,kˤaʔ-s,gù,kuH,old (not new)
騧,kˤroj,guā,kwae,yellow horse with black mouth
瓜,kˤrʷa,guā,kwae,"melon, gourd"
刮,kˤrʷat,guā,kwaet,scrape (v.)
𠯑,kˤʷat,guā,kwat,shut the mouth
劀,kˤrʷit,guā,kweat,scrape
寡,C.kˤrʷaʔ,guǎ,kwaeX,few
冎,kˤrʷajʔ,guǎ,kwaeX,cut meat from the bone
卦,kˤrʷes,guà,kweaH,prognosticate with Achillea
挂,kˤrʷes,guà,kweaH,suspend
絓,kˤrʷes,guà,kweaH,entangled
乖,kˤrʷəj,guāi,kweaj,oppose; disorder
夬,kˤrʷets,guài,kwaejH,"divide, make a breach"
怪,kˤrʷəs,guài,kweajH,extraordinary
關,kˤron,guān,kwaen,barrier
關,kˤron,guān,kwaen,關關 kwaen.kwaen [bird’s cry]
關,kˤron,guān,kwaen,間關 sound of a chariot's linchpin (Ode 218.1)
倌,kˤrʷans,guān,kwaenH,"servant, groom"
觀,C.qˤʷar,guān,kwan,look (v.)
冠,k.ʔˤor,guān,kwan,cap (n.)
官,kˤʷan,guān,kwan,official (n.)
棺,kˤʷan,guān,kwan,inner coffin
鰥,kˤrʷən,guān,kwean,widower
鰥,kˤrʷən,guān,kwean,a kind of fish
綸,k.rˤun,guān,kwean,ribbon; kelp
管,kˤonʔ,guǎn,kwanX,tube; flute
筦,kˤonʔ,guǎn,kwanX,tube; flute
痯,kˤʷanʔ,guǎn,kwanX,"exhausted, helpless"
管,kˤʷanʔ,guǎn,kwanX,"exhausted, helpless"
管,kˤʷanʔ,guǎn,kwanX,helpless
館,kˤonʔ-s,guǎn,kwanH,lodging-house
摜,kˤrons,guàn,kwaenH,accustomed to
慣,kˤrons,guàn,kwaenH,accustomed to
串,kˤrons,guàn,kwaenH,custom
貫,kˤon,guàn,kwan,pass through the center
雚,C.qˤʷars,guàn,kwanH,heron
鸛,C.qˤʷars,guàn,kwanH,heron
觀,C.qˤʷars,guàn,kwanH,watchtower
